net,length_um
_04728_,205.57
_04797_,205.54
_12369_,205.53
_09527_,205.49
_12549_,205.42
_13861_,205.37
_06012_,205.34
_08019_,205.26
_13530_,205.16
_10579_,205.15
_10752_,205.12
_12849_,205.01
_12566_,204.98
_12597_,204.89
_06871_,204.84
u_cpu.is_lui_auipc_jal,204.76
u_cpu.pcpi_rs2\[23\],204.76
_12979_,204.57
_07443_,204.52
_04692_,204.28
_06882_,204.2
u_cpu.decoded_imm_j\[1\],204.16
_09673_,204.14
u_cpu.pcpi_rs2\[17\],204.04
_12750_,204
_07521_,203.99
_11294_,203.91
_00007_,203.58
cpu_mem_rdata\[2\],203.5
_12783_,203.46
_12647_,203.3
_08004_,203.24
_12279_,203.24
_05838_,203.065
_09353_,202.95
_08023_,202.92
_07538_,202.815
_12468_,202.52
_12595_,202.52
_10754_,202.5
_13023_,202.45
_12310_,202.44
_12543_,202.07
_05727_,201.78
_11816_,201.74
_10737_,201.6
_10647_,201.49
_07482_,201.44
_08344_,201.22
_10801_,201.04
_09602_,200.98
_09542_,200.85
_07869_,200.77
_13473_,200.77
_12471_,200.76
_13429_,200.65
_12823_,200.4
u_cpu.mem_rdata_q\[31\],200.38
u_cpu.pcpi_rs2\[18\],200.375
_08696_,200.32
_06302_,200.12
_12645_,200.12
_13414_,199.865
_12822_,199.64
u_cpu.mem_la_wdata\[5\],199.58
_12274_,199.43
u_cpu.pcpi_rs2\[9\],199.39
_05802_,199.31
u_cpu.alu_out_q\[12\],199.3
_13214_,199.26
_13296_,199.16
_05317_,199.055
_13777_,198.805
_13026_,198.76
_04694_,198.51
_13795_,198.42
_09675_,198.39
net1088,198.3
_07026_,198.05
_12720_,198.05
_07146_,198.01
u_cpu.mem_la_wdata\[1\],198.01
_07495_,197.81
_12467_,197.76
net4440,197.745
_12825_,197.69
_10872_,197.52
_12297_,197.48
_06026_,197.3
_10800_,196.88
_12276_,196.82
_12451_,196.82
_12596_,196.73
_13032_,196.69
_13603_,196.59
_12488_,196.48
_08056_,196.44
_11027_,196.37
net4448,196.355
_12754_,196.22
_05378_,196.19
_07290_,196.04
_12318_,195.99
_12487_,195.97
_06930_,195.94
_04733_,195.785
_07344_,195.73
_09710_,195.66
net4041,195.51
_12538_,194.96
_12841_,194.76
_12838_,194.4
_07029_,194.04
_10370_,193.94
_12821_,193.94
_07445_,193.635
_01799_,193.62
_12513_,193.33
_12745_,193.32
_05318_,193.18
_08007_,193.16
_12836_,193.13
u_cpu.mem_la_wdata\[4\],193.1
clknet_leaf_358_clk,193.08
_12842_,192.59
_12479_,192.53
_06004_,192.51
_08040_,192.48
_13652_,192.475
_05362_,192.275
_06848_,192.175
u_cpu.latched_store,192.14
_12819_,192
_12751_,191.795
_12713_,191.79
_06862_,191.76
_07210_,191.705
net4881,191.66
_05970_,191.48
_12476_,191.42
_12105_,191.36
_12324_,191.34
u_cpu.pcpi_rs2\[19\],191.25
_04727_,191.18
_12491_,190.65
net1047,190.42
_07700_,189.92
_04693_,189.845
_12646_,189.56
_05940_,189.385
_12330_,189.14
_07427_,189.12
_07098_,188.86
u_cpu.pcpi_rs1\[20\],188.85
_09347_,188.72
_07531_,188.68
u_cpu.pcpi_rs2\[13\],188.39
_04730_,188.34
_05863_,188.19
_09477_,188.18
_04804_,188.16
_07266_,188.14
_12820_,187.94
_05869_,187.9
_07297_,187.89
_13393_,187.77
_07828_,187.5
_04757_,187.49
_07239_,187.3
_07005_,187.2
_04796_,187.1
_12653_,186.94
_12612_,186.9
_04359_,186.795
cpu_mem_rdata\[17\],186.78
_05897_,186.58
_13479_,186.58
_08036_,186.5
_13793_,186.38
_12593_,186.36
_12755_,186.18
_08017_,186.135
_12101_,186.13
_13244_,186.12
_13651_,186.08
_12583_,185.895
_13345_,185.67
_13779_,185.61
net2070,185.46
net4631,185.38
_07063_,185.37
_12482_,185.33
_12532_,185.22
u_cpu.reg_pc\[21\],185.22
_10905_,185.05
_09411_,185.04
_13577_,185.01
net4803,184.98
_07133_,184.69
_07784_,184.58
_05884_,184.54
_07085_,184.45
_13274_,184.355
_10333_,184.15
_12325_,184.135
_07087_,184.13
_07522_,184.13
_07456_,184.12
_12835_,184.1
_04806_,184
_12724_,183.96
_12692_,183.895
_04821_,183.82
_14359_,183.76
_13838_,183.72
_13958_,183.635
u_cpu.decoded_imm\[5\],183.52
_13365_,183.41
_04723_,183.34
_04577_,183.195
_13949_,183.19
_12553_,183.18
_12630_,183.08
_12508_,182.9
_06982_,182.78
_04753_,182.76
_12534_,182.72
_07454_,182.7
_07782_,182.6
_14478_,182.355
_12478_,182.33
_00000_,182.3
_12636_,182.18
_13649_,182.075
net4653,181.92
u_cpu.pcpi_rs1\[28\],181.86
net2153,181.82
_04672_,181.72
_12536_,181.64
_07116_,181.585
net4879,181.41
_12414_,181.36
_10996_,181.2
net4525,181.2
net4762,181.14
_12490_,181.12
_12512_,181.1
_12317_,180.94
_12699_,180.91
_07578_,180.83
u_cpu.decoded_imm\[30\],180.74
u_cpu.decoded_imm_j\[3\],180.67
_13216_,180.6
_12859_,180.58
_12853_,180.56
net4477,180.5
_12409_,180.49
_13901_,180.365
_04665_,180.3
_07565_,180.29
_12555_,180.18
_12601_,180.16
_07199_,180.14
_10657_,180.14
_12313_,180.14
_12472_,180.1
_07831_,180.06
_07880_,180.01
u_cpu.pcpi_rs2\[15\],180.01
net4385,179.96
_04602_,179.94
_12881_,179.9
_04298_,179.88
_12096_,179.715
_11252_,179.63
_04734_,179.62
net4735,179.56
_06949_,179.49
_04671_,179.485
_07107_,179.44
_13957_,179.425
_12827_,179
u_cpu.alu_out_q\[22\],178.9
_04357_,178.78
u_cpu.decoded_imm\[0\],178.72
clknet_4_2_0_clk,178.61
_10967_,178.56
_04735_,178.515
clknet_leaf_336_clk,178.36
_12271_,178.22
clknet_4_4_0_clk,178.21
_04305_,178.13
_07451_,178.015
_12443_,178
_13386_,177.96
_04682_,177.93
_06321_,177.93
_07519_,177.88
_11611_,177.76
_14289_,177.64
net4098,177.54
_12610_,177.51
_12321_,177.4
_12800_,177.4
net4870,177.36
clknet_leaf_36_clk,177.3
_12444_,177.295
_06363_,177.28
_12550_,177.25
_12398_,177.19
_12540_,177.16
_14032_,177.14
_12782_,176.995
_12309_,176.64
_14537_,176.62
_07890_,176.59
_04761_,176.48
net4408,176.36
_07016_,176.295
_10656_,176.2
_04758_,176.05
_12388_,175.98
_04539_,175.96
_07441_,175.88
_12485_,175.88
_12697_,175.82
clknet_leaf_76_clk,175.74
_12818_,175.72
_12560_,175.66
_12486_,175.5
_09551_,175.47
_07132_,175.35
_12397_,175.24
_12598_,175.22
_04756_,175.145
_14096_,175.12
_10169_,174.99
_12328_,174.88
_13872_,174.84
_12837_,174.83
_05880_,174.805
_10747_,174.78
_10172_,174.75
_12958_,174.7
_10671_,174.6
_12790_,174.58
_13399_,174.42
_06336_,174.23
_13567_,174.22
_08051_,174.2
_09355_,174.1
u_cpu.alu_out_q\[23\],174.06
_07140_,174.02
_12484_,174.02
net3834,174.02
_05837_,173.98
_12521_,173.795
clknet_4_14_0_clk,173.57
_13502_,173.51
_10655_,173.46
_06935_,173.44
_06940_,173.37
_07794_,173.3
_12631_,173.3
_12400_,173.29
_12411_,173.29
_09949_,173.16
u_cpu.alu_out_q\[18\],173.16
_12418_,172.975
_12447_,172.84
_10256_,172.8
_12394_,172.75
_10213_,172.69
_07525_,172.68
_07489_,172.66
u_cpu.alu_out_q\[1\],172.6
_06520_,172.51
_12600_,172.5
_12811_,172.5
_13405_,172.43
_07599_,172.32
_13784_,172.26
_12483_,172.24
_13713_,172.11
_12410_,172.02
_14487_,171.96
_06176_,171.92
u_cpu.alu_out_q\[20\],171.92
_07485_,171.86
_13599_,171.76
_05379_,171.72
_07075_,171.64
_05862_,171.5
_13871_,171.46
net4450,171.33
_06124_,171.32
_12384_,171.28
_14534_,171.26
_12545_,171.22
_07425_,171.2
_06328_,171.04
_12706_,170.96
_14226_,170.94
_12702_,170.9
_11507_,170.86
_07509_,170.79
clknet_leaf_327_clk,170.76
_04724_,170.71
net3,170.49
clknet_leaf_350_clk,170.46
_12850_,170.42
_04479_,170.4
_07455_,170.14
_14431_,170.06
_12402_,170.03
_12477_,169.99
_12875_,169.895
_12401_,169.88
u_cpu.pcpi_rs1\[26\],169.88
_12579_,169.58
_14475_,169.525
_05608_,169.52
_12509_,169.5
_13389_,169.37
_13302_,169.36
_14530_,169.345
_04417_,169.34
_10170_,169.29
_12833_,169.24
_07406_,169.225
_12663_,169.07
_08760_,168.98
_07827_,168.975
_12709_,168.95
_12547_,168.94
_07837_,168.93
_12637_,168.64
_12834_,168.6
u_interconnect.s1_axi_rdata\[13\],168.48
_12832_,168.4
net4464,168.4
_12897_,168.38
_07259_,168.27
_06180_,168.26
_12435_,168.1
_12613_,168
_12588_,167.98
_07885_,167.9
_13673_,167.855
_13942_,167.85
_12431_,167.84
_12717_,167.72
_07539_,167.7
net4395,167.67
net4550,167.54
_14524_,167.51
net4473,167.505
_12379_,167.34
_09479_,167.32
_10748_,167.32
u_cpu.decoded_imm_j\[13\],167.245
net4782,167.2
_07240_,167.13
_07137_,166.96
_12551_,166.88
_05878_,166.855
_01464_,166.605
u_cpu.alu_out_q\[11\],166.54
net4678,166.54
_13725_,166.4
_06312_,166.2
_08074_,166.06
clknet_leaf_112_clk,165.82
_12529_,165.75
u_interconnect.s1_axi_rdata\[19\],165.69
_04803_,165.66
_07145_,165.63
_10127_,165.4
_14505_,165.365
_12352_,165.32
_07037_,165.22
_12967_,165.22
_12788_,165.09
_05919_,165.06
_07103_,165.06
_12585_,164.98
_13960_,164.96
_12903_,164.94
_07054_,164.91
net4557,164.87
_06936_,164.68
net4736,164.5
_06368_,164.47
_12558_,164.32
_04764_,164.28
u_interconnect.s1_axi_rdata\[28\],164.26
_13203_,164.18
_12456_,164.17
_13562_,164.11
_00304_,164.01
_06886_,164
u_interconnect.s1_axi_rdata\[16\],163.94
_13558_,163.8
_13627_,163.8
_07070_,163.71
_12641_,163.66
_12831_,163.59
_13930_,163.41
_12742_,163.4
_12898_,163.4
_07069_,163.34
_07450_,163.3
u_cpu.instr_lui,163.235
_12527_,163.16
_07515_,163.13
_12805_,163.07
_06957_,163.04
_13391_,162.965
_10446_,162.86
_12732_,162.85
u_cpu.alu_out_q\[16\],162.78
_13968_,162.76
_13398_,162.645
_13693_,162.6
u_interconnect.s1_axi_rdata\[25\],162.58
net4804,162.56
_07384_,162.485
_08698_,162.4
_07315_,162.22
_13212_,162.165
_05046_,162.16
_12480_,162.12
_14506_,162.085
_14502_,162.075
_12372_,161.93
_12368_,161.88
_13940_,161.83
_12531_,161.82
net4146,161.79
_12830_,161.565
clknet_4_5_0_clk,161.47
_13865_,161.44
_12797_,161.37
_12856_,161.36
_07113_,161.28
_07475_,161.23
_12716_,161.22
_07077_,161.2
_12439_,161.18
_13899_,161.12
_05351_,161.07
clknet_4_8_0_clk,160.62
_07514_,160.59
_12793_,160.52
clknet_leaf_103_clk,160.5
net4750,160.46
u_cpu.decoded_imm_j\[4\],160.3
_12900_,160.26
_13501_,160.06
_06960_,159.86
_14442_,159.83
_12817_,159.77
_09068_,159.76
_04774_,159.745
_06435_,159.74
_09794_,159.7
_09350_,159.52
_07478_,159.465
_12351_,159.3
u_sram.w_data_r\[28\],159.26
net1888,159.24
_09097_,159.2
_12434_,159.125
_06311_,159.12
_13914_,159.045
_13428_,158.975
_06972_,158.92
_12334_,158.8
_09038_,158.78
_07044_,158.74
clknet_4_6_0_clk,158.71
_05724_,158.62
_13746_,158.62
_07171_,158.54
_13738_,158.4
_13727_,158.385
_07452_,158.27
_12552_,158.18
clknet_4_7_0_clk,158.09
_12670_,158.02
_08662_,157.845
u_cpu.reg_pc\[22\],157.81
net4406,157.8
_09788_,157.7
_04762_,157.655
_04676_,157.62
_13764_,157.575
_04791_,157.57
_09403_,157.47
_04678_,157.46
_08249_,157.455
_14523_,157.395
_09520_,157.34
_04296_,157.22
_08726_,157.06
_08976_,157.06
net4712,156.98
_12466_,156.94
_12828_,156.94
_07528_,156.89
_12567_,156.88
_07088_,156.82
u_sram.w_data_r\[27\],156.78
_12293_,156.74
_10741_,156.66
_13481_,156.6
_14525_,156.6
_13608_,156.51
_07122_,156.5
_07832_,156.44
_07877_,156.4
_12680_,156.36
_12839_,156.36
_12728_,156.32
u_sram.w_data_r\[31\],156.26
_09112_,156.24
_04754_,156.2
_12866_,156.16
_07417_,156.1
_05270_,155.95
_13888_,155.89
_12562_,155.84
u_sram.w_data_r\[29\],155.81
_13403_,155.7
u_cpu.alu_out_q\[19\],155.68
_05286_,155.66
u_interconnect.s1_axi_rdata\[12\],155.46
_05895_,155.32
u_interconnect.s1_axi_rdata\[26\],155.32
net925,155.26
_09322_,155.24
u_cpu.alu_out\[30\],155.02
_04675_,154.88
_08654_,154.88
clknet_leaf_362_clk,154.875
_12640_,154.8
_07508_,154.67
u_cpu.alu_out_q\[15\],154.64
_07130_,154.61
clknet_leaf_115_clk,154.605
clknet_4_12_0_clk,154.46
net4323,154.39
_10580_,154.36
_13401_,154.35
_04742_,154.29
_06890_,154.28
_12971_,154.08
_12403_,154.06
net2560,153.94
_07335_,153.9
_07418_,153.9
_14529_,153.845
_07327_,153.82
_09125_,153.8
_07532_,153.72
_12399_,153.72
_13528_,153.72
net4325,153.72
_12405_,153.675
net4458,153.56
_05228_,153.435
_12526_,153.43
cpu_mem_rdata\[0\],153.38
_12494_,153.26
net4361,153.22
_13768_,153.215
_12614_,153.21
_12851_,153.04
_12420_,152.96
_04792_,152.95
_09824_,152.91
_05745_,152.81
_07180_,152.79
_14494_,152.73
_14476_,152.72
_06907_,152.68
_12576_,152.64
_12218_,152.62
_12386_,152.6
net4584,152.6
_12446_,152.59
u_sram.mem\[63\]\[21\],152.44
_12807_,152.42
_05909_,152.295
_08463_,152.17
_07124_,152.06
_12605_,151.99
_12808_,151.97
_09014_,151.96
clknet_leaf_49_clk,151.86
clknet_leaf_144_clk,151.795
_04781_,151.76
clknet_leaf_81_clk,151.76
u_sram.w_data_r\[24\],151.54
_12129_,151.51
u_sram.mem\[63\]\[18\],151.5
_12877_,151.48
_13355_,151.4
u_cpu.decoded_imm_j\[2\],151.38
_12539_,151.36
u_sram.mem\[63\]\[22\],151.34
_12829_,151.29
u_interconnect.s1_axi_rdata\[17\],151.22
_12316_,151.06
_12655_,151.06
clknet_leaf_105_clk,150.96
_07500_,150.86
_06579_,150.855
u_cpu.pcpi_rs1\[15\],150.85
net4655,150.69
u_sram.mem\[63\]\[23\],150.64
_13208_,150.48
net4397,150.45
_07706_,150.39
_07889_,150.36
_13941_,150.36
_07518_,150.3
_13412_,150.285
_07281_,150.16
_12308_,150.1
u_sram.mem\[63\]\[16\],150.04
_12703_,149.9
u_interconnect.m_axi_araddr\[6\],149.86
clknet_leaf_72_clk,149.78
_04793_,149.72
_08326_,149.62
_05402_,149.605
u_sram.w_data_r\[26\],149.46
_12644_,149.18
_07527_,149.12
_09385_,149.1
_12415_,149.06
_08075_,149
_06956_,148.735
_06915_,148.72
_07186_,148.72
_12448_,148.72
_09475_,148.52
_11993_,148.5
clknet_leaf_56_clk,148.4
_13732_,148.38
net4534,148.38
u_cpu.alu_out\[27\],148.365
_10995_,148.34
_12608_,148.14
_07542_,148.1
_13846_,148.08
u_sram.w_data_r\[30\],148.02
_14481_,148.01
_04777_,147.98
_05420_,147.965
u_cpu.is_jalr_addi_slti_sltiu_xori_ori_andi,147.96
_05742_,147.94
_13959_,147.94
_12810_,147.76
_08675_,147.74
_10663_,147.74
_14515_,147.65
_12775_,147.635
_13200_,147.615
_07272_,147.6
_09781_,147.59
u_sram.mem\[63\]\[17\],147.56
net3406,147.54
_06991_,147.48
net1763,147.46
_07413_,147.425
_13826_,147.405
clknet_leaf_338_clk,147.16
_07499_,147.11
clknet_leaf_38_clk,147.09
_14480_,147.06
_14160_,146.98
_07095_,146.89
_09823_,146.775
clknet_leaf_162_clk,146.76
_05744_,146.725
_13018_,146.7
_05850_,146.66
_08042_,146.66
_13853_,146.61
u_interconnect.s1_axi_rdata\[15\],146.55
_12542_,146.48
_08021_,146.46
u_cpu.alu_out_q\[26\],146.34
u_cpu.reg_pc\[24\],146.26
_07568_,146.16
_06247_,146.12
clknet_leaf_357_clk,146.12
_12619_,145.795
_08953_,145.78
_10661_,145.76
u_interconnect.s1_axi_rdata\[30\],145.76
_04763_,145.68
u_interconnect.s1_axi_rdata\[11\],145.46
clknet_leaf_57_clk,145.17
_07479_,145.135
_12563_,145.04
_12510_,144.985
_05106_,144.98
_14526_,144.98
_09782_,144.92
_14440_,144.91
_14444_,144.755
net4892,144.7
_13884_,144.66
_06908_,144.56
_13317_,144.56
u_cpu.alu_out_q\[21\],144.53
_10950_,144.49
_12599_,144.48
_14472_,144.46
_08845_,144.44
_07496_,144.36
_05168_,144.26
net4364,144.06
_09339_,143.98
_12858_,143.92
_04783_,143.91
_12320_,143.875
clknet_leaf_9_clk,143.86
net4659,143.85
u_sram.mem\[63\]\[19\],143.84
_10809_,143.77
_07788_,143.72
u_cpu.reg_pc\[20\],143.72
net4350,143.68
_12496_,143.66
clknet_leaf_135_clk,143.66
_13902_,143.615
_12481_,143.61
_04865_,143.56
_12736_,143.47
_14473_,143.42
_07547_,143.35
clknet_leaf_173_clk,143.31
_05449_,143.3
clknet_leaf_331_clk,143.24
_05288_,143.18
_12392_,143.18
u_cpu.alu_out_q\[17\],143.18
_12813_,143.16
_04679_,143.09
_12564_,143.06
_06902_,143.04
_13927_,143.04
_12826_,142.88
_13739_,142.88
_11168_,142.76
_14501_,142.76
_12442_,142.74
_12450_,142.735
_08656_,142.6
_12734_,142.555
_13939_,142.515
_13267_,142.51
_07748_,142.44
u_cpu.alu_out_q\[10\],142.3
_08693_,142.21
_12627_,142.14
u_cpu.alu_out\[28\],142.085
_04866_,142.02
_07050_,141.91
u_interconnect.s1_axi_rdata\[31\],141.8
_12812_,141.745
clknet_4_11_0_clk,141.74
_06164_,141.7
u_cpu.pcpi_rs2\[29\],141.675
clknet_4_9_0_clk,141.63
_12804_,141.62
clknet_leaf_281_clk,141.515
_12761_,141.48
_07008_,141.44
u_cpu.decoded_imm\[4\],141.42
_07428_,141.37
_11311_,141.25
net4629,141.18
_14466_,141.1
_05226_,141.04
_12395_,141.02
clknet_leaf_179_clk,140.98
_12544_,140.96
_09083_,140.92
clknet_leaf_128_clk,140.92
clknet_leaf_197_clk,140.92
u_sram.w_data_r\[25\],140.88
_13876_,140.875
u_sram.mem\[63\]\[20\],140.78
_04926_,140.72
u_cpu.pcpi_rs1\[21\],140.71
clknet_4_15_0_clk,140.7
_07502_,140.66
_09053_,140.5
_13272_,140.46
_12615_,140.44
_12546_,140.42
_06403_,140.4
_04331_,140.38
clknet_leaf_77_clk,140.38
u_sram.w_data_r\[22\],140.3
_12436_,140.205
net4016,140.2
_12916_,140.18
_11514_,139.98
u_cpu.decoded_imm_j\[16\],139.85
_04790_,139.82
_11120_,139.72
clknet_leaf_158_clk,139.66
_07550_,139.6
_07307_,139.48
clknet_leaf_131_clk,139.47
u_cpu.reg_pc\[23\],139.45
u_interconnect.s1_axi_rdata\[14\],139.27
_13912_,139.16
clknet_leaf_7_clk,139.1
cpu_mem_rdata\[1\],139.08
_11477_,139.04
u_cpu.decoded_imm\[2\],139
_07019_,138.98
_14508_,138.94
clknet_leaf_259_clk,138.94
_12282_,138.92
clknet_leaf_85_clk,138.88
u_interconnect.s1_axi_rdata\[27\],138.86
_08737_,138.8
_12690_,138.76
_00003_,138.7
_11361_,138.7
_12438_,138.68
_11834_,138.64
_12554_,138.56
_07194_,138.46
_12643_,138.44
_12381_,138.4
_07453_,138.39
clknet_4_13_0_clk,138.36
_14438_,138.34
u_interconnect.m_axi_araddr\[3\],138.26
_08926_,138.24
_12502_,138.18
clknet_leaf_71_clk,138.18
net4714,138.12
clknet_leaf_69_clk,138.06
_04784_,138.03
clknet_leaf_348_clk,137.98
clknet_4_3_0_clk,137.95
_07572_,137.92
_12767_,137.84
_12272_,137.82
_14518_,137.64
clknet_leaf_66_clk,137.62
_12882_,137.52
_01720_,137.505
_10962_,137.5
_12907_,137.47
u_cpu.decoded_imm_j\[19\],137.45
_06574_,137.42
_05166_,137.4
_07163_,137.375
clknet_leaf_208_clk,137.37
u_interconnect.s1_axi_rdata\[18\],137.34
_12492_,137.33
_07429_,137.32
_10608_,137.26
clknet_leaf_35_clk,137.245
_07030_,137.16
clknet_leaf_132_clk,137.04
clknet_leaf_18_clk,137
_07558_,136.93
_12541_,136.92
clknet_leaf_290_clk,136.86
_12354_,136.7
net3662,136.58
_13449_,136.5
_12611_,136.4
_07279_,136.26
_14412_,136.22
_07780_,136.18
_13967_,136.14
net4605,136.1
clknet_leaf_199_clk,136.065
_09405_,136.035
_12602_,136.02
_12312_,135.96
_01782_,135.92
_09335_,135.91
clknet_leaf_130_clk,135.845
clknet_4_0_0_clk,135.8
cpu_mem_addr\[9\],135.72
_07059_,135.65
_07079_,135.57
_09420_,135.535
clknet_leaf_193_clk,135.5
_14499_,135.465
_07308_,135.24
_05725_,135.19
_07193_,135.18
_08778_,135.18
_08267_,135.16
_09166_,135.15
_08785_,135.1
net4555,135.07
_12672_,134.7
_09008_,134.68
_10781_,134.68
_12577_,134.62
_13006_,134.56
_12374_,134.485
_11359_,134.36
_08423_,134.35
_06414_,134.28
_07554_,134.2
clknet_leaf_328_clk,134.18
clknet_leaf_320_clk,134.15
_07772_,134.12
_04419_,134.1
net4618,134.05
_04667_,134.02
_09368_,133.92
clknet_leaf_84_clk,133.84
clknet_leaf_285_clk,133.82
_10906_,133.68
u_interconnect.s1_axi_rdata\[10\],133.64
_14461_,133.58
_07497_,133.3
u_sram.w_data_r\[19\],133.28
u_cpu.decoded_imm\[3\],133.26
_12590_,133.18
_08646_,132.96
_14507_,132.92
_07256_,132.68
net4722,132.675
_12359_,132.54
u_cpu.decoded_imm_j\[12\],132.53
_09853_,132.48
clknet_leaf_211_clk,132.48
_13969_,132.38
_14159_,132.36
clknet_leaf_347_clk,132.34
cpu_mem_addr\[10\],132.26
clknet_leaf_25_clk,132.24
_08762_,132
clknet_leaf_151_clk,131.88
_12429_,131.84
clknet_leaf_0_clk,131.72
_12578_,131.7
_14493_,131.68
_08947_,131.46
_12518_,131.44
_07510_,131.4
clknet_leaf_203_clk,131.4
_10144_,131.38
net4739,131.3
clknet_leaf_89_clk,131.24
clknet_leaf_176_clk,131.24
_13662_,131.12
clknet_leaf_138_clk,131.06
_05347_,131.03
_13759_,131
_14437_,130.98
_13900_,130.63
_11072_,130.54
net4497,130.44
_09389_,130.38
_14500_,130.265
_06928_,130.26
_14496_,130.18
u_interconnect.s1_axi_rdata\[29\],130.155
_12416_,130.14
_12537_,130.1
_08883_,130.08
net4373,130.04
_00039_,130.005
_10738_,129.975
_07783_,129.915
_14454_,129.91
_06460_,129.9
clknet_leaf_152_clk,129.81
u_interconnect.s1_axi_rdata\[9\],129.52
u_sram.w_data_r\[23\],129.52
clknet_leaf_62_clk,129.46
cpu_mem_addr\[8\],129.42
_13451_,129.32
_12854_,129.28
_06945_,129.175
_13928_,129.12
_06994_,129.06
_07419_,129
_08994_,128.94
_13591_,128.9
clknet_leaf_340_clk,128.9
_13460_,128.82
_08797_,128.8
_07745_,128.68
clknet_leaf_53_clk,128.68
_00031_,128.645
_12370_,128.6
clknet_leaf_91_clk,128.56
_07198_,128.53
_13186_,128.5
_04925_,128.48
cpu_mem_rdata\[12\],128.48
clknet_leaf_360_clk,128.41
_13346_,128.33
clknet_leaf_230_clk,128.21
_13897_,128.12
_04604_,128.04
u_cpu.alu_out_q\[13\],128.02
cpu_mem_addr\[30\],127.92
_11255_,127.82
net4417,127.79
_13915_,127.765
_04985_,127.7
clknet_leaf_324_clk,127.7
_07769_,127.68
clknet_leaf_134_clk,127.68
clknet_leaf_106_clk,127.63
_07040_,127.6
u_cpu.reg_pc\[25\],127.58
clknet_leaf_8_clk,127.56
net4543,127.54
u_sram.w_data_r\[21\],127.48
_12390_,127.28
_08886_,127.22
clknet_leaf_109_clk,127.1
u_cpu.reg_pc\[6\],126.95
_08477_,126.94
net4805,126.94
_13370_,126.875
_00061_,126.75
clknet_leaf_174_clk,126.52
clknet_leaf_80_clk,126.46
_13894_,126.44
net4301,126.21
_07560_,126.18
_06929_,126.16
clknet_leaf_209_clk,126.04
_07474_,125.955
clknet_leaf_248_clk,125.915
_07280_,125.85
_12871_,125.85
_07398_,125.64
_04541_,125.58
_05165_,125.52
clknet_leaf_213_clk,125.52
_12696_,125.48
net4573,125.4
_11121_,125.37
_05303_,125.36
clknet_4_1_0_clk,125.35
_05108_,125.34
_12533_,125.3
clknet_leaf_159_clk,125.28
clknet_leaf_28_clk,125.26
clknet_leaf_124_clk,125.14
_13594_,125.12
_14413_,125.08
u_sram.w_data_r\[20\],125.02
clknet_leaf_64_clk,124.86
u_cpu.pcpi_rs1\[31\],124.8
_04750_,124.76
clknet_leaf_145_clk,124.755
clknet_4_10_0_clk,124.66
_03120_,124.58
cpu_mem_addr\[12\],124.53
_04481_,124.46
u_cpu.alu_out_q\[24\],124.42
clknet_leaf_108_clk,124.38
net4768,124.32
u_cpu.decoded_imm_j\[14\],124.23
_07170_,124.1
_08828_,123.76
clknet_leaf_349_clk,123.72
clknet_leaf_34_clk,123.66
clknet_leaf_200_clk,123.52
_12695_,123.46
_04986_,123.38
_11211_,123.36
net4872,123.36
_12396_,123.3
clknet_leaf_316_clk,123.24
clknet_leaf_20_clk,123.2
_07440_,123.16
_10521_,123.06
_05736_,123.02
_12616_,123.02
net4798,122.86
_07412_,122.82
_09356_,122.67
_08222_,122.64
clknet_leaf_229_clk,122.5
_13895_,122.45
net2374,122.44
_03119_,122.34
u_cpu.decoded_imm_j\[17\],122.19
clknet_leaf_47_clk,122.155
u_cpu.reg_pc\[26\],122.09
clknet_leaf_122_clk,122.06
_07424_,121.975
_08859_,121.88
u_cpu.mem_do_rinst,121.86
_06900_,121.76
clknet_leaf_1_clk,121.72
net4784,121.71
_07291_,121.7
_12628_,121.66
_07147_,121.56
_14414_,121.38
clknet_leaf_264_clk,121.36
u_sram.mem\[35\]\[17\],121.3
_10813_,121.25
clknet_leaf_220_clk,121.24
clknet_leaf_22_clk,121.16
clknet_leaf_74_clk,121.08
_07148_,121.06
clknet_leaf_79_clk,121.03
_13822_,120.96
_13869_,120.93
clknet_leaf_133_clk,120.9
u_sram.w_data_r\[9\],120.8
_13722_,120.76
_08066_,120.72
clknet_leaf_288_clk,120.68
_07447_,120.59
u_cpu.alu_out_q\[8\],120.56
_07343_,120.51
_07548_,120.48
_11460_,120.4
u_cpu.instr_rdinstr,120.35
clknet_leaf_335_clk,120.35
_07060_,120.34
_14463_,120.23
_08920_,120.08
_13798_,120.02
_12376_,119.72
u_sram.w_data_r\[10\],119.68
clknet_leaf_307_clk,119.64
cpu_mem_addr\[31\],119.6
clknet_leaf_140_clk,119.48
clknet_leaf_92_clk,119.39
net4753,119.37
_08602_,119.36
clknet_leaf_164_clk,119.36
net4754,119.22
_07878_,119
_14450_,118.96
cpu_mem_addr\[11\],118.94
clknet_leaf_178_clk,118.86
clknet_leaf_52_clk,118.8
_11190_,118.78
_06461_,118.735
clknet_leaf_68_clk,118.68
_00028_,118.605
_07494_,118.55
_07379_,118.54
